"year","mean","var","site"
1995,0.0847475712516836,0.00016139485466382,"San Antonio"
1996,0.0588464988569088,0.000185317144571756,"San Antonio"
1997,0.0841362870834828,0.000167960092385905,"San Antonio"
1998,0.101300962385845,0.000154082588621451,"San Antonio"
1999,0.0283735728158503,0.000271306834371572,"San Antonio"
2000,0.0421010982396767,0.000210145496855485,"San Antonio"
2001,0.0709004936062911,0.000176982129315016,"San Antonio"
2002,0.103463214443659,0.000151235442207104,"San Antonio"
2003,0.104946850921949,0.000151100878517704,"San Antonio"
2004,0.120671616540579,0.000146718045213218,"San Antonio"
2005,0.151887988279802,0.000148873442383879,"San Antonio"
2006,0.0965865056656301,0.000154624209932318,"San Antonio"
2007,0.140588782862572,0.000147010231462883,"San Antonio"
2008,0.0965099585264686,0.000160039699033071,"San Antonio"
2009,0.0463532623977706,0.000210536208224897,"San Antonio"
2010,0.123141278814188,0.000153914110426497,"San Antonio"
2011,0.0871686616807305,0.000157578435278424,"San Antonio"
2012,0.0634077157078094,0.000175543389753744,"San Antonio"
2013,0.0699461124565718,0.000164285496755297,"San Antonio"
2014,0.131366908541128,0.000152657635004362,"San Antonio"
2015,0.182366195814229,0.000145456683383835,"San Antonio"
2016,0.309138627686371,0.000194299804339668,"San Antonio"
1983,0.0711116286629542,0.00055032960616545,"Aransas"
1984,0.114647538983316,0.000200238702389208,"Aransas"
1985,0.111548821102143,0.000219431147249537,"Aransas"
1986,0.0698968847511293,0.00025092028937016,"Aransas"
1987,0.0693298219493324,0.000241978694812201,"Aransas"
1988,0.0344844815580362,0.000301693107111486,"Aransas"
1989,0.0132484757931639,0.000509371850262672,"Aransas"
1990,0.041347484633019,0.000244776285806829,"Aransas"
1991,0.195886295252508,0.000134443836045231,"Aransas"
1992,0.0879101120484329,0.000137934738265522,"Aransas"
1993,0.081944175234235,0.00014690139566423,"Aransas"
1994,0.105181246995846,0.000131354828522322,"Aransas"
1995,0.0230661827040498,0.000295858901793836,"Aransas"
1996,0.094601960770984,0.000133601747276715,"Aransas"
1997,0.0600092267482555,0.000159662975208395,"Aransas"
1998,0.0596509413032451,0.000147983169163673,"Aransas"
1999,0.0412762029340619,0.000189171615911042,"Aransas"
2000,0.0366129408550024,0.000212609249428378,"Aransas"
2001,0.0671598754329831,0.000152052409621837,"Aransas"
2002,0.0462211812640482,0.00019201683100264,"Aransas"
2003,0.103105015967841,0.000131071135309273,"Aransas"
2004,0.144105390526953,0.000128304360365442,"Aransas"
2005,0.0850234488923529,0.000144843249626164,"Aransas"
2006,0.0702688535978322,0.000149670824883274,"Aransas"
2007,0.149175487332015,0.000125932128979219,"Aransas"
2008,0.0667096147952339,0.000157018559550923,"Aransas"
2009,0.103559474240476,0.000135064530206198,"Aransas"
2010,0.155442182575428,0.000129750577976703,"Aransas"
2011,0.116609959937248,0.00013193339480516,"Aransas"
2012,0.0716559636415729,0.000151465629249879,"Aransas"
2013,0.082393449642899,0.000153716095774743,"Aransas"
2014,0.0448724272754949,0.000216637988404121,"Aransas"
2015,0.133782236059515,0.000132038342829804,"Aransas"
2016,0.167634880944241,0.000180958501784546,"Aransas"
1984,0.0196218198642629,0.000518478695909865,"Corpus Christi"
1985,0.0153842467949221,0.000937214614118321,"Corpus Christi"
1986,0.0469446258088345,0.000339411175620925,"Corpus Christi"
1987,0.0109054454127705,0.000893125817791923,"Corpus Christi"
1988,0.0409156565546632,0.000369334787554223,"Corpus Christi"
1989,0.0664819224206372,0.000226401201557,"Corpus Christi"
1990,0.118843530218198,0.000193356725777393,"Corpus Christi"
1991,0.116622549248533,0.000182696089024906,"Corpus Christi"
1992,0.0821608231854657,0.000193423709289937,"Corpus Christi"
1993,0.066202678174519,0.000207213916809732,"Corpus Christi"
1994,0.0879366818726304,0.000160580197000153,"Corpus Christi"
1995,0.0377061093026271,0.000231900311427767,"Corpus Christi"
1996,0.0737097847778034,0.000191586246853531,"Corpus Christi"
1997,0.171270437472205,0.00015340257988345,"Corpus Christi"
1998,0.0960251087873167,0.00017862966559006,"Corpus Christi"
1999,0.0585795775210197,0.00019332995655424,"Corpus Christi"
2000,0.0325808163964594,0.000210391045319465,"Corpus Christi"
2001,0.0968462270809441,0.000180964505445204,"Corpus Christi"
2002,0.0228084887940692,0.000268237304310117,"Corpus Christi"
2003,0.188856046469436,0.00015095999747339,"Corpus Christi"
2004,0.244776664559114,0.000155124200135381,"Corpus Christi"
2005,0.159710038278111,0.00015248272944643,"Corpus Christi"
2006,0.0649999699247275,0.000177158314874205,"Corpus Christi"
2007,0.164579864055019,0.000155055620905631,"Corpus Christi"
2008,0.125540960412237,0.000155332137327475,"Corpus Christi"
2009,0.0366591925738892,0.000236296829581685,"Corpus Christi"
2010,0.0426039186968944,0.000233294767782574,"Corpus Christi"
2011,0.0692547241052251,0.000195215654848149,"Corpus Christi"
2012,0.0331536349837386,0.000270328793484012,"Corpus Christi"
2013,0.068781077673414,0.000184692183586908,"Corpus Christi"
2014,0.100161517086229,0.000172865846643576,"Corpus Christi"
2015,0.0528593517316304,0.000195847266162116,"Corpus Christi"
2016,0.0623650009998016,0.000358290959938988,"Corpus Christi"
1985,0.0309668831936474,0.000124801541946868,"Upper Laguna Madre"
1987,0.0252334377621249,0.000116585021251821,"Upper Laguna Madre"
1988,0.0166042302419625,0.00014675731601399,"Upper Laguna Madre"
1990,0.0415583761479595,7.62944115435723e-05,"Upper Laguna Madre"
1991,0.0248640513741355,7.9470669624227e-05,"Upper Laguna Madre"
1992,0.0146680548582219,9.89385454407344e-05,"Upper Laguna Madre"
1993,0.0129003307513888,9.25416432707562e-05,"Upper Laguna Madre"
1994,0.0514117161656064,6.31327570689916e-05,"Upper Laguna Madre"
1995,0.0097328472517696,0.000120344469392214,"Upper Laguna Madre"
1996,0.0721654965598061,6.35104828572908e-05,"Upper Laguna Madre"
1997,0.0134248023734942,9.32509192945919e-05,"Upper Laguna Madre"
1998,0.033038316342799,7.00325211650808e-05,"Upper Laguna Madre"
1999,0.00451585562982789,0.000198118789835637,"Upper Laguna Madre"
2000,0.0389350333151795,6.80856669225659e-05,"Upper Laguna Madre"
2001,0.0226692776614603,8.62698346218813e-05,"Upper Laguna Madre"
2002,0.0897522596928109,6.43676214756966e-05,"Upper Laguna Madre"
2003,0.0444927313898735,6.20063807164661e-05,"Upper Laguna Madre"
2004,0.0277051925014483,7.36327774457181e-05,"Upper Laguna Madre"
2005,0.019810007067354,8.01024728315181e-05,"Upper Laguna Madre"
2006,0.0303817514350264,8.12768455978448e-05,"Upper Laguna Madre"
2007,0.0463043494217479,6.14804644478603e-05,"Upper Laguna Madre"
2008,0.0516303462656574,6.47563402579866e-05,"Upper Laguna Madre"
2009,0.0290170791301552,6.99346188000717e-05,"Upper Laguna Madre"
2010,0.0235985458655435,7.9308167639195e-05,"Upper Laguna Madre"
2011,0.00989885464671272,0.000125851444020694,"Upper Laguna Madre"
2012,0.060988745798332,6.01040860832791e-05,"Upper Laguna Madre"
2013,0.0184832505866433,8.24076995872919e-05,"Upper Laguna Madre"
2014,0.0766539501715061,6.40440819487272e-05,"Upper Laguna Madre"
2015,0.0535175050043936,6.53762160442941e-05,"Upper Laguna Madre"
2016,0.0529651948668542,0.000158386900269561,"Upper Laguna Madre"
1985,0.124161824529565,0.000196992651968749,"Lower Laguna Madre"
1986,0.0195264996004357,0.000449447208618744,"Lower Laguna Madre"
1987,0.104309391726027,0.000183429009256897,"Lower Laguna Madre"
1988,0.0500194857464814,0.000188913597588401,"Lower Laguna Madre"
1990,0.0628837508022301,0.000150115895311932,"Lower Laguna Madre"
1991,0.0518599351272619,0.000130697993483702,"Lower Laguna Madre"
1992,0.0567509942172751,0.000125987669726903,"Lower Laguna Madre"
1993,0.0596369939936378,0.000124782711720727,"Lower Laguna Madre"
1994,0.0537796698442547,0.000122874577014788,"Lower Laguna Madre"
1995,0.0153862266953809,0.000168327877451885,"Lower Laguna Madre"
1996,0.0600610326386539,0.000121305682096432,"Lower Laguna Madre"
1997,0.0961618569203783,0.000128045385820606,"Lower Laguna Madre"
1998,0.0618872445041402,0.000139348395901273,"Lower Laguna Madre"
1999,0.0248829590905078,0.000160081024278777,"Lower Laguna Madre"
2000,0.0406003157441561,0.0001434815157403,"Lower Laguna Madre"
2001,0.0607605936371053,0.000116374520105728,"Lower Laguna Madre"
2002,0.0780456069524672,0.000118834739596645,"Lower Laguna Madre"
2003,0.0323722288107689,0.000147958908710149,"Lower Laguna Madre"
2004,0.0495940996705743,0.000161639172501137,"Lower Laguna Madre"
2005,0.03980477418777,0.000145363612022716,"Lower Laguna Madre"
2006,0.0194276265902767,0.000201556090443567,"Lower Laguna Madre"
2007,0.0361564526413093,0.000143352145808562,"Lower Laguna Madre"
2008,0.0565894880046087,0.000137293050749963,"Lower Laguna Madre"
2009,0.047749939923587,0.000160002223696986,"Lower Laguna Madre"
2010,0.0632138663344776,0.000139653759360465,"Lower Laguna Madre"
2011,0.0352264137127355,0.000143868975394694,"Lower Laguna Madre"
2012,0.0313240244695451,0.000160624599889294,"Lower Laguna Madre"
2013,0.0461341478754321,0.00015097365398494,"Lower Laguna Madre"
2014,0.0614419884206368,0.000139988356579139,"Lower Laguna Madre"
2015,0.0817733459589358,0.000133578279314148,"Lower Laguna Madre"
2016,0.0186526915727452,0.000520111133638211,"Lower Laguna Madre"
1984,0.0868735173688198,0.00037287230523685,"East Matagorda"
1985,0.100701088983458,0.000309552491224073,"East Matagorda"
1986,0.0723356794509288,0.000328004494129532,"East Matagorda"
1987,0.120455166407928,0.000293350427828481,"East Matagorda"
1988,0.137487775017005,0.000272332864825188,"East Matagorda"
1989,0.0162374920023126,0.000666908952138436,"East Matagorda"
1990,0.0828038860907265,0.000249799158864641,"East Matagorda"
1991,0.102502266228555,0.000260177718413473,"East Matagorda"
1992,0.0379021826913899,0.000675226537070546,"East Matagorda"
1993,0.080366403325525,0.000337056194900663,"East Matagorda"
1994,0.0345964140072302,0.000508709680001309,"East Matagorda"
1995,0.127470608312573,0.00029100888653392,"East Matagorda"
1996,0.142531600970949,0.000277172495261611,"East Matagorda"
1997,0.168651652237927,0.000289509312876249,"East Matagorda"
1998,0.0631222230475431,0.000364621705129447,"East Matagorda"
1999,0.0367470257963155,0.000502564817814146,"East Matagorda"
2000,0.101358632244272,0.000319570163085083,"East Matagorda"
2001,0.0427937311349679,0.000432181799417169,"East Matagorda"
2002,0.143513037108776,0.000270477147324597,"East Matagorda"
2003,0.144690859315363,0.000279726301390321,"East Matagorda"
2004,0.124242221288354,0.0002873551872216,"East Matagorda"
2005,0.0381980922653004,0.000507565474636456,"East Matagorda"
2006,0.0613049195712432,0.000371033790083628,"East Matagorda"
2007,0.0688033586031372,0.000365516401748969,"East Matagorda"
2008,0.0824370975950181,0.000343574979693703,"East Matagorda"
2009,0.0454891816646762,0.000444011679950931,"East Matagorda"
2010,0.0990730479212249,0.000572165777963884,"East Matagorda"
2012,0.0442341832324995,0.000815924894222421,"East Matagorda"
2013,0.0597264789219508,0.000342130779597677,"East Matagorda"
2014,0.0445144378794041,0.000419167903693783,"East Matagorda"
2015,0.0569358808086155,0.000375391224960631,"East Matagorda"
2016,0.259195745767135,0.000464372819126486,"East Matagorda"
